BBL,UnitsTotal,UnitsRes
1004040031,9,7
1009620050,1,0
1004440014,24,24
1008807501,15,11
1007590007,20,20
1018420059,25,25
1019200057,5,4
1021010060,0,0
1018260022,30,30
1013300038,164,161
1015190040,44,39
1015790011,20,20
1011420061,0,0
1011660154,38,38
1010700005,0,0
1012140054,20,20
1019270003,15,14
1018320036,74,74
1021220015,31,31
1015487502,59,58
1014730020,15,13
1013280019,16,16
1014160121,1,1
1016300041,60,60
1016870024,4,3
1020597502,3,3
1020630022,2,2
1019370022,11,11
1018380044,12,10
1013230120,3,3
1015590104,17,16
1015570031,1,0
1014370001,131,130
1021230048,1,0
1020410029,4,4
1020610127,4,4
1014120005,1,0
1018730058,10,10
1018387502,61,61
1019480026,4,4
1014010032,20,20
1015680018,25,25
1015620035,16,16
1013810059,16,14
1016660041,14,14
1017950144,3,3
1016160024,1,0
1005860008,2,2
1005300042,5,5
1005020012,32,30
1004730130,6,6
1004710043,33,30
1004830001,5,0
1001360025,10,0
1013890029,1,1
1012930051,3,0
1014410037,25,25
1015080159,1,1
1019200060,18,16
1018800001,106,102
1015300024,7,6
1002330004,8,0
1003770030,39,39
1007710074,12,10
1004380008,2,0
1004360042,26,25
1005080039,9,8
1003930004,5,4
1014720050,7,6
1018210058,11,11
1015030030,1,1
1016170041,0,0
1016650101,4,3
1013447502,64,63
1018060037,2,2
1011420137,10,10
1007320021,0,0
1007700004,9,8
1011220014,6,6
1019270002,19,18
1011220054,8,8
1012450047,170,170
1016280028,17,17
1016810031,34,34
1016450029,4,4
1017750165,159,157
1017240028,1,0
1016467502,482,215
1017500052,5,5
1006220038,1,1
1006120054,3,3
1003480066,0,0
1003870144,24,24
1004700007,21,20
1001240021,9,8
1006340010,2,2
1020650038,10,10
1021800494,2,0
1020840048,1,0
1020950023,54,54
1020300054,1,0
1019410012,9,8
1019080051,10,10
1017530007,3,3
1003480004,18,16
1005290047,2,1
1008580001,24,0
1008180015,10,10
1006060025,5,3
1001780004,5,0
1018600032,9,8
1018810032,17,15
1020820005,30,30
1020400005,31,31
1020100028,25,22
1019270045,15,15
1018610002,15,13
1005180007,18,17
1006350036,7,7
1004120073,12,11
1017450005,175,175
1013780145,10,10
1013270033,20,20
1017740020,8,0
1018600035,10,8
1013780015,1,0
1014690043,48,48
1014400047,20,20
1015340030,20,20
1012657501,109,0
1014310006,13,12
1021710052,185,185
1020540082,85,85
1020360005,25,25
1020420108,9,9
1020250011,10,10
1020790057,20,20
1020760128,8,7
1016760022,5,5
1017080018,8,8
1017090022,2,2
1012460121,6,6
1012460025,5,5
1020590111,9,9
1020590007,2,2
1006940047,1,0
1010780048,12,10
1007720018,150,150
1008290040,15,0
1008060056,0,0
1011500048,74,70
1011587507,2,1
1002830047,20,18
1007790049,46,7
1003480077,9,5
1004360039,24,22
1021740061,2,0
1021700006,2,0
1020970020,62,62
1019050060,1,1
1018390024,10,10
1019160152,3,3
1015240017,16,15
1014517501,87,86
1015180047,15,15
1016720010,0,0
1018327502,218,217
1021660048,27,23
1021430055,18,17
1017220006,0,0
1020607502,8,8
1020830028,0,0
1020790150,2,2
1017180165,2,2
1008040036,9,8
1005580006,3,1
1000270017,323,317
1005770042,37,36
1005020006,42,38
1004180057,4,2
1014250001,201,190
1014040026,1,1
1018060046,0,0
1016380057,2,0
1006260035,17,17
1001800031,1,1
1017110129,4,4
1004160067,19,15
1004590017,1,0
1005770024,186,182
1003730057,1,0
1004190040,31,25
1007190001,1,1
1004110018,19,15
1020230035,4,3
1019240006,10,10
1019210018,11,11
1015550042,30,29
1015570007,20,20
1015230070,6,6
1015140056,15,9
1016360033,2,0
1001817506,5,4
1001730002,5,0
1004040005,5,5
1004700016,4,3
1010580061,9,8
1011860072,2,2
1015130160,10,10
1013960001,35,31
1013890065,1,1
1013690022,6,1
1013127501,232,231
1016660120,2,2
1016460025,14,12
1018810035,30,28
1014390040,30,27
1018200006,1,0
1018200010,3,0
1015640039,2,2
1018240021,0,0
1012620053,8,6
1002830009,24,24
1008230063,7,5
1002360026,21,20
1006097501,6,5
1005320020,251,243
1004180051,1,0
1004640047,5,3
1014510010,20,18
1017240067,4,4
1016770050,8,6
1016350128,0,0
1005390031,97,96
1002927501,15,8
1005890045,24,22
1017520001,0,0
1017880008,1,0
1005580030,7,6
1006310015,2,2
1006230034,6,6
1004150067,1,0
1005070034,5,2
1021390221,39,39
1021720049,30,30
1009627501,107,0
1021140030,20,20
1020920021,3,3
1015000062,2,0
1013840013,2,2
1012290042,20,20
1001947502,7,6
1001640013,35,30
1008820074,9,8
1004890013,7,6
1003890026,10,10
1009090012,20,20
1016880110,4,4
1014140131,2,1
1016440031,4,2
1016830013,1,0
1016750049,8,7
1017510041,24,24
1017860031,0,0
1016760019,8,8
1017300016,7,0
1016760148,8,8
1017230161,0,0
1002180024,26,24
1000640025,5,4
1006247501,6,6
1020360047,1,0
1020300004,27,26
1019280155,3,3
1014130033,14,12
1018280057,3,3
1012730031,7,0
1018610026,15,15
1008860034,24,23
1008860074,1,0
1008840018,8,6
1008580053,9,0
1020800001,22,19
1012030041,5,5
1012080019,3,3
1001930020,5,4
1009160055,104,102
1002317502,5,0
1009220019,5,3
1012630010,0,0
1013260019,18,18
1013697501,75,75
1005880063,9,6
1003450034,12,0
1008940063,16,14
1011860034,8,8
1005750074,26,26
1005780001,0,0
1006100009,14,10
1000800001,1,0
1000920005,15,0
1006310017,16,12
1005730051,6,6
1018800021,21,21
1020320043,41,41
1019050024,3,3
1018410009,20,20
1017520072,3,3
1015790023,125,123
1014440043,136,135
1014460012,39,39
1003970018,18,18
1007350030,0,0
1016350021,6,5
1016380121,7,6
1017560005,9,9
1005410033,1,0
1001630011,28,26
1006300130,10,10
1007800001,9,8
1004350007,9,8
1004640001,10,2
1007450054,4,4
1009970023,1,0
1004690030,75,65
1001940036,0,0
1005300012,6,5
1008260029,13,12
1012240038,37,37
1011490145,8,8
1012160033,18,12
1010360162,7,5
1021560031,0,0
1012460036,64,62
1004630031,24,22
1008210034,3,3
1003780028,1,0
1002340015,16,0
1006140048,2,2
1003870124,40,40
1008180013,10,10
1004070025,17,15
1003500020,19,16
1008740047,1,1
1004000044,7,6
1004000059,6,5
1008720044,1,0
1008710074,1,0
1005737501,2,2
1011850068,10,10
1004590029,45,42
1003770045,24,23
1006030065,41,39
1000500001,33,0
1004610011,20,18
1020790051,5,5
1020730150,1,1
1020680037,4,4
1019920013,1,0
1013430114,1,1
1013870150,8,6
1013830063,1,1
1007420003,7,6
1008057502,304,301
1008950063,71,0
1006410042,5,5
1003500060,4,3
1008840022,7,6
1004440034,80,72
1022400029,61,61
1011820041,2,2
1007147501,471,469
1021360060,42,42
1021270005,3,0
1020470025,54,54
1019700065,30,28
1013780008,1,1
1017960008,3,3
1017210118,2,2
1016300072,30,28
1017250123,2,2
1006180008,8,6
1002790015,10,8
1019040010,4,4
1018940043,20,20
1015550008,10,9
1012620001,61,0
1015100011,3,3
1015640038,20,20
1013630008,69,69
1019110004,3,3
1015210049,2,1
1019210036,1,0
1012730071,2,0
1014740040,1,0
1013120041,144,0
1017700027,3,0
1006190054,3,2
1005150031,33,28
1004610051,22,20
1004590032,35,33
1005930048,8,8
1008040043,5,4
1001337507,6,6
1015130124,31,29
1015110011,21,21
1013840048,8,8
1017680033,92,90
1016310025,63,60
1012750066,1,0
1017880049,2,0
1008180075,5,4
1021300049,4,4
1011860067,2,2
1006350034,3,3
1004620023,4,2
1004800001,29,26
1008740001,12,0
1008610054,2,0
1006940014,1,0
1007957502,35,35
1007607501,20,20
1007640030,17,16
1012380108,3,3
1012030117,6,6
1013230020,2,1
1017680004,12,12
1017170030,0,0
1017720050,4,4
1017240048,3,3
1017290028,1,1
1017530117,5,5
1010420121,2,1
1019450009,21,21
1020130029,10,0
1021590001,5,4
1022470015,3,3
1020530094,0,0
1019520061,0,0
1016870041,4,3
1002800025,19,17
1000210004,16,0
1005860007,10,10
1004980026,6,5
1010550040,15,15
1002030017,8,0
1003890018,18,18
1005180049,3,2
1004110019,0,0
1004080009,3,0
1003980025,23,23
1010180139,1,0
1008460041,38,37
1017290051,8,8
1001630017,4,0
1002360020,3,2
1005830003,9,9
1005570012,12,8
1006650111,0,0
1010540024,35,34
1004480053,9,8
1008330051,5,0
1004950046,6,5
1004350021,5,5
1008280015,6,0
1007667503,12,11
1011270045,4,4
1006020010,138,135
1001640002,9,8
1003900024,30,30
1003770071,0,0
1007420054,24,24
1010410005,14,13
1007850025,13,0
1004340054,5,4
1008480028,8,7
1007640038,6,5
1008620001,5,0
1008730028,45,45
1004400018,35,35
1003970033,28,25
1007200005,4,4
1008820048,10,9
1007650010,30,30
1007440055,0,0
1003980032,18,16
1003740001,10,8
1010410004,15,13
1011990006,15,15
1010350054,20,20
1011050029,601,597
1012500094,31,31
1012510166,10,10
1020580007,3,3
1008620029,67,0
1005250027,20,20
1006130014,4,4
1006450035,3,0
1015160027,20,18
1020510087,20,19
1016600008,9,9
1013820008,1,1
1007580037,3,0
1011440013,9,7
1011460059,10,10
1012110012,10,10
1012150056,60,60
1012510032,3,3
1021740160,0,0
1011270058,11,11
1011200009,1,0
1007980026,17,16
1012230005,2,0
1012010126,4,4
1006917501,58,57
1019700072,10,9
1014170106,6,6
1013230141,2,2
1017710002,0,0
1017100145,2,2
1017540057,4,4
1005720014,1,1
1006230022,4,3
1021670061,1,0
1020500157,1,0
1015300027,8,6
1005790005,11,4
1005790002,2,1
1001070044,8,7
1009160050,29,29
1005880079,39,39
1004600019,12,12
1011250062,39,36
1006080039,425,416
1002040033,6,0
1005620034,11,8
1004590005,9,7
1010070001,59,54
1011470019,6,6
1007160001,5,4
1021770160,20,20
1021060004,0,0
1022000005,6,0
1021800369,0,0
1005200082,2,2
1009100001,7,6
1009150033,7,6
1004377502,11,10
1004350015,19,17
1007650058,15,15
1010530004,15,14
1012030109,7,7
1007840006,1,0
1010250010,4,0
1008590001,37,0
1010030005,52,0
1011630047,15,13
1010380027,20,20
1009240038,8,8
1009010056,27,27
1004350029,10,8
1020500071,3,3
1008300077,1,0
1010287502,4,0
1010640005,2,1
1020960034,51,43
1015020026,1,0
1020240062,2,2
1020320061,30,30
1020090006,1,0
1013980166,1,0
1018620062,10,9
1008600010,5,4
1008500019,26,26
1011310031,2,0
1010580041,15,15
1012030038,11,11
1011470055,10,10
1021700029,1,1
1022270005,31,31
1007190008,1,1
1021560039,25,25
1022150502,2,2
1022480024,61,61
1020700004,1,0
1020590154,6,6
1019670020,32,30
1019660073,3,0
1020100003,24,22
1021280048,1,0
1019320061,7,6
1020510091,20,20
1018400012,10,10
1020240055,0,0
1019400039,16,16
1013950023,7,6
1019210055,21,21
1020040068,0,0
1013920034,1,1
1013950059,6,4
1019150049,4,4
1018910030,8,8
1014670005,47,46
1015070029,19,19
1013990004,3,3
1013990042,3,3
1013880046,2,2
1014430144,2,2
1015110043,3,3
1014350020,16,16
1013840030,1,1
1013830009,1,1
1012890059,3,0
1014040060,7,7
1007660014,2,0
1007990053,1,0
1007700065,28,28
1012130020,5,5
1012140001,15,12
1007190067,3,3
1011680021,4,0
1014390032,20,20
1021340155,3,3
1019150051,4,4
1019200044,1,0
1018910026,94,94
1014710034,21,20
1015190030,10,10
1015100020,61,58
1012450025,48,48
1021210055,16,14
1017230064,1,0
1021270008,10,9
1015250030,2,1
1020890023,2,2
1020240134,5,4
1013230013,14,14
1012830013,3,0
1014480044,20,20
1015200009,3,3
1015620002,9,8
1015620037,22,22
1016760034,14,14
1020320060,20,20
1018610033,7,6
1018600061,30,27
1015590033,157,156
1014920017,17,16
1003790023,8,6
1008160078,13,12
1022240045,2,0
1012520017,62,62
1021360145,41,41
1020580017,8,8
1006040003,49,48
1005780064,1,0
1005150013,10,8
1021740187,15,15
1021700512,17,17
1020530101,30,30
1020700023,15,15
1020670012,36,36
1021330084,22,22
1019020035,41,37
1005560022,4,3
1012260040,60,60
1005680031,10,10
1002760047,21,20
1004520018,37,36
1004500006,16,0
1003940003,5,4
1021520034,21,20
1020340064,12,11
1021230085,2,0
1021290024,47,47
1019110009,16,16
1014600032,10,10
1018730052,34,27
1007780027,2,0
1010437501,66,65
1007320069,1,0
1012130037,19,18
1010580027,17,17
1021200018,1,0
1012500006,52,52
1019180018,15,15
1014730014,16,16
1015480123,16,16
1016430044,6,0
1015160025,27,22
1013410033,47,44
1012620022,0,0
1014150006,8,7
1017240016,4,4
1017240071,0,0
1003100012,5,4
1008050071,2,0
1005770012,2,0
1006200065,5,3
1006090062,7,6
1000230050,1,0
1000880004,6,6
1019670013,2,0
1019580034,1,0
1020820022,8,8
1021320029,24,21
1021800166,56,56
1020700024,15,15
1020790015,3,3
1020140036,2,0
1019030009,4,4
1018290038,165,165
1018840015,49,49
1008930059,6,5
1004120042,18,16
1008170027,7,7
1007790013,50,1
1007960047,0,0
1008770026,42,40
1010530114,2,2
1017240033,48,48
1017250038,4,4
1002187503,8,7
1002740002,2,0
1005920010,2,2
1005900055,2,0
1009040039,11,11
1020090039,55,55
1019180040,20,20
1018640001,0,0
1015830117,1,1
1014290044,10,9
1013210022,27,0
1013390027,1,0
1012590029,2,1
1013240025,4,2
1017210027,2,2
1018070039,1,1
1016770033,1,0
1016350126,3,3
1002800009,22,20
1006330055,4,3
1002450028,0,0
1003840017,10,10
1007450026,35,35
1007747501,357,352
1011950058,10,10
1003330010,1,0
1006190015,24,22
1003900042,24,24
1016590046,6,5
1015110124,3,3
1014410035,24,24
1014310026,44,42
1013830048,1,0
1016670036,4,4
1014160116,2,2
1013270022,4,2
1017110044,2,2
1016340115,4,4
1016380039,5,3
1017880104,0,0
1005160030,5,4
1005860081,20,20
1004710011,1,0
1007450053,2,2
1006340057,2,2
1005790070,2,0
1004510054,26,24
1005927501,46,45
1004520026,21,19
1009060015,60,60
1005090019,10,9
1004340023,12,12
1007420043,6,6
1008670009,34,0
1011430020,36,36
1011440026,8,0
1022350007,1,0
1021370152,60,60
1012510020,2,2
1021110051,1,1
1022150386,2,2
1020830058,21,21
1020310005,14,13
1020370001,116,116
1019407504,10,10
1020670021,0,0
1018690033,9,8
1020040171,0,0
1018910066,12,12
1018890013,7,7
1015350040,16,16
1013770017,3,0
1014960041,1,0
1016810041,1,0
1013040025,3,2
1014110053,104,97
1017510065,4,4
1017080033,0,0
1005900079,48,48
1002147503,35,34
1002840015,3,3
1005190029,2,2
1004630048,12,10
1009010029,3,2
1008250060,5,4
1010570006,4,4
1005300055,7,6
1004060013,14,13
1005670026,9,7
1002310016,7,6
1008610047,13,0
1008170001,111,108
1010600020,4,3
1012110048,10,10
1020500076,1,1
1007700040,13,12
1011977501,37,37
1007000034,0,0
1011180022,277,274
1022500084,76,76
1021370080,75,64
1012500103,4,4
1021520070,2,0
1020870021,5,5
1019170119,2,2
1019540011,56,56
1020740112,4,4
1019210026,3,3
1019200050,1,1
1019140001,19,18
1015070027,18,18
1015090043,2,2
1015110057,3,0
1013420012,204,204
1014320019,22,18
1017440001,584,584
1018060129,10,10
1017187501,28,28
1017540068,0,0
1005910020,3,2
1000410022,3,0
1000880002,4,0
1006180063,1,1
1004360001,3,2
1010550055,20,20
1010570028,6,6
1001990024,22,20
1005177501,41,38
1008920014,1,1
1009040040,74,71
1004430020,49,49
1004947501,10,10
1010530034,9,6
1011420161,0,0
1007640068,24,22
1011250025,94,94
1022260041,1,0
1010320101,17,16
1011710060,2,0
1011640032,0,0
1021520043,15,15
1018600063,14,13
1020730056,7,7
1020020024,21,21
1014840051,20,18
1015620008,20,20
1013840044,1,1
1013800143,1,1
1012610051,5,0
1015670007,20,20
1017200030,2,2
1017170043,10,10
1019410062,44,39
1019280007,3,3
1018470008,3,3
1015260029,21,21
1013790032,5,5
1013620011,7,7
1014567502,2,0
1017260013,8,7
1016030063,1,0
1002810009,4,2
1001740022,3,0
1001750003,5,4
1000397501,122,121
1005900020,2,0
1012620033,11,0
1013830045,1,1
1017680038,16,15
1013240034,3,0
1013510008,0,0
1017710070,0,0
1016350150,0,0
1022220001,73,65
1010580009,10,10
1021540047,12,12
1011290006,10,9
1012110014,10,10
1011670055,1,0
1021540024,18,16
1004150024,5,4
1010550015,17,16
1003780029,1,0
1005940105,14,12
1005060046,2,2
1007790036,10,0
1011490063,5,3
1018250049,12,10
1022150051,1,1
1020610001,16,14
1019080163,12,11
1020130003,4,0
1019040040,1,1
1018280122,3,3
1004060050,48,48
1008400060,1,0
1022150312,2,2
1008380034,8,0
1007220039,6,5
1010950011,2,0
1010640055,20,20
1019440010,36,36
1013950050,136,131
1018810021,1,0
1021340148,2,2
1013940169,5,3
1018680124,1,0
1018940052,7,0
1020840061,21,19
1010380001,8,7
1022470035,74,74
1022200037,25,25
1019470020,10,10
1020690020,1,0
1020670040,1,1
1015510029,0,0
1014520036,6,6
1015420042,8,8
1014720032,20,20
1013440046,3,2
1014280007,24,24
1013720090,0,0
1010360010,90,90
1015560023,315,309
1015170034,7,6
1015430038,63,63
1002840017,5,3
1002130001,0,0
1006310034,4,2
1006230035,1,1
1020610036,3,3
1019050040,2,2
1018730031,125,120
1018400010,10,10
1015450148,20,20
1015800010,15,15
1015530009,20,20
1009340050,0,0
1003440067,12,12
1002110027,1,0
1002070008,0,0
1001210001,0,0
1005307504,7,6
1008940009,5,3
1013760048,0,0
1012770006,16,0
1013270034,20,20
1012890005,0,0
1017720020,13,12
1017550031,1,0
1002730001,2,0
1009140009,25,25
1009160023,117,115
1009120036,40,39
1010620036,10,9
1021170023,25,25
1012450096,1,1
1012520072,24,24
1002370023,18,16
1000420036,0,0
1006260010,2,2
1005250059,5,3
1003430063,0,0
1010540012,3,3
1006110056,3,2
1020800143,3,3
1018427503,7,5
1020410042,2,2
1020870029,24,21
1020660049,1,0
1020110061,29,28
1019220036,0,0
1016390150,20,16
1017560048,13,12
1007640014,6,5
1010430002,15,13
1007880024,5,0
1008000078,3,0
1011030041,2,0
1000160001,1,0
1009270026,6,5
1004110072,4,2
1009287501,10,8
1008410070,11,10
1007740019,2,0
1007600072,1,0
1018790001,119,117
1010090009,4,0
1022470029,59,59
1018550005,1,0
1020810142,1,1
1021080056,35,33
1019880040,24,24
1007080065,1,0
1010090044,1,0
1021680036,48,47
1012110037,7,6
1021750061,2,0
1012190111,1,1
1012250051,6,5
1004250032,1,0
1009140001,31,25
1009080003,6,4
1004470001,22,20
1008750075,3,3
1008750033,3,3
1007660016,6,5
1010430064,20,18
1022150676,0,0
1021807504,40,40
1021650009,21,21
1020580001,136,132
1020900036,55,50
1019080012,12,12
1010460004,2,0
1021750066,7,0
1010300025,17,16
1011230023,10,10
1022470023,4,4
1021330016,37,37
1020750008,24,24
1019077502,2,2
1018470018,15,13
1018910127,9,9
1014920125,1,1
1014080156,5,0
1015200016,9,8
1015430001,10,6
1019070019,7,7
1018760037,10,10
1015280036,31,28
1014090033,99,96
1014700028,19,18
1014670035,20,20
1013227502,79,75
1004590048,4,4
1004950005,0,0
1006420055,4,4
1005040030,1,1
1004140019,18,16
1009080004,1,0
1004647501,18,14
1013470031,8,8
1014240034,65,64
1016767505,9,8
1017960049,3,3
1016610030,3,3
1017260032,1,0
1016020025,19,15
1012070034,97,97
1004580042,3,3
1000797503,53,52
1000980001,0,0
1004850025,19,16
1008920005,6,5
1009030039,7,4
1007430076,11,11
1008460020,3,2
1008380068,7,6
1011170025,37,37
1010530027,1,0
1011450110,10,10
1011690023,1,0
1004040016,23,23
1007200063,10,10
1008840060,16,14
1010510035,1,0
1011230009,10,10
1008260061,1,0
1010600031,13,12
1019020051,10,10
1014950158,2,1
1013180017,69,68
1014220039,1,1
1013690101,3,2
1016290011,20,20
1016760030,5,0
1010420010,10,10
1012460023,3,3
1021700021,3,3
1007240100,0,0
1021100063,15,13
1020820059,10,6
1004190068,3,2
1017530037,1,0
1016270049,0,0
1000930028,9,8
1006230030,8,8
1004340041,9,8
1008910009,2,1
1002210030,35,0
1004290019,2,1
1004460029,1,0
1004347505,4,3
1011500115,2,2
1008720073,10,10
1006927501,12,10
1007980010,4,3
1005110016,2,0
1008860026,4,3
1008830056,9,6
1007460024,1,1
1007090007,2,0
1010670026,29,28
1012060020,1,0
1010660053,118,118
1012170044,1,1
1011850032,75,74
1012470057,62,62
1021260014,1,0
1020240139,3,2
1018790053,1,0
1012190019,1,1
1011820048,8,8
1015050013,10,10
1021270056,20,20
1015640029,10,9
1020730010,6,6
1020410036,3,3
1013960023,7,6
1013840021,17,14
1013377502,40,0
1018060120,2,2
1016280064,1,1
1021700307,95,95
1022150827,1,0
1014600013,31,28
1018380041,20,20
1014850003,20,18
1015210033,7,6
1017180130,0,0
1015117501,41,32
1012760022,6,0
1020340056,18,18
1020330021,15,15
1020020089,20,20
1018870010,3,0
1018610030,10,9
1018710024,1,0
1018250051,1,0
1004790023,10,8
1008707501,697,647
1008710039,249,248
1010607501,5,3
1010640010,0,0
1012160140,48,48
1021700516,22,22
1022380017,42,42
1022150364,1,1
1012430038,19,16
1020540022,15,15
1020470029,15,14
1020140045,0,0
1020630023,2,2
1015300023,7,6
1015120014,2,0
1015010004,1,0
1012700029,2,1
1016230027,3,3
1002820023,1,0
1000110010,7,6
1022290049,0,0
1012480045,8,8
1021640026,22,20
1021640016,3,0
1018900151,8,8
1018890062,4,4
1014717501,28,26
1012700012,3,0
1016270037,15,14
1013250031,6,5
1012600007,2,0
1017900008,2,0
1016300070,1,0
1021800614,150,150
1014730011,18,18
1015710022,332,328
1020510122,8,8
1017287501,5,5
1013770047,2,0
1018070040,4,4
1016290061,10,10
1021420009,33,33
1020930126,2,2
1020330001,1,0
1019870012,10,10
1017080041,1,0
1018790012,6,6
1019150013,3,3
1015670041,10,10
1012900036,20,0
1016320152,4,3
1016740002,0,0
1016140061,20,20
1017280015,14,14
1008790027,327,326
1019410048,6,6
1015230013,1,1
1018400054,16,15
1019190005,0,0
1015300145,8,6
1013930057,3,1
1015130157,4,3
1001740035,2,0
1001520031,9,8
1005140028,8,7
1007450013,15,15
1008620071,9,0
1011850013,9,9
1011950014,64,64
1017540043,0,0
1017550020,15,15
1001640030,0,0
1001510001,443,440
1005030015,30,28
1003870129,1,0
1005070006,8,7
1017247501,23,23
1017280146,2,2
1002980008,13,12
1002200031,1,0
1000950101,0,0
1005830054,1,1
1004470003,22,20
1008760029,3,2
1011660051,12,10
1012250049,3,3
1012130119,6,6
1022280032,1,0
1021700340,32,32
1021550089,15,15
1006467501,4,0
1003480020,18,16
1004570008,3,0
1004360034,35,30
1003947504,10,10
1007640001,0,0
1010530049,1,0
1007380065,2,2
1001327503,12,11
1006110045,19,18
1001350011,2,2
1005740030,10,10
1004910016,2,0
1004580030,0,0
1011310001,1,0
1011980042,5,5
1012080020,6,6
1011620008,7,7
1019660061,1,0
1019070014,2,2
1012810009,17,0
1018430040,24,24
1015800052,9,8
1014010042,4,0
1018210031,7,0
1013430145,5,5
1016540027,17,16
1003080027,14,12
1013780001,12,12
1019210049,0,0
1013810066,1,0
1019140049,5,5
1018840011,41,41
1013890010,1,1
1013780048,31,26
1013770029,24,22
1015830045,1,1
1020250113,1,0
1018800029,49,43
1019230029,36,32
1019020112,3,3
1018670001,1,0
1008630081,5,0
1010540028,9,7
1002020025,14,0
1006060070,3,3
1001350031,5,0
1009270021,16,16
1004100016,3,2
1021520031,2,0
1021420202,49,49
1019880037,24,24
1020840102,2,2
1006210074,2,2
1005610011,5,4
1003470046,0,0
1015440044,19,18
1019160023,2,2
1015480025,13,12
1015400023,17,16
1015080004,8,8
1015640026,9,8
1014150034,1,1
1007700062,1,1
1007600018,1,0
1012020047,3,3
1007230015,425,425
1011280025,6,6
1010720010,1,0
1012227501,102,99
1014670012,20,20
1014480027,21,20
1014720005,15,15
1015030014,42,40
1013830035,4,0
1016140021,1,0
1013220015,1,1
1022430247,4,0
1021070009,6,5
1012490040,1,1
1020657501,12,12
1019060064,14,12
1019030061,10,9
1015440008,20,20
1013960043,1,1
1013480035,8,6
1013700102,9,8
1014150112,6,5
1007410028,10,10
1010580046,20,20
1000770018,11,10
1015570041,1,0
1013317501,116,115
1013300007,120,116
1014120153,5,2
1015620001,13,12
1013810065,2,2
1013357501,30,0
1006070048,4,4
1005930022,2,0
1005780075,1,0
1005740019,2,2
1005680034,13,13
1004900023,3,0
1004060019,1,0
1002710039,20,19
1001510031,10,8
1004370001,4,0
1005310030,17,16
1008070022,0,0
1005940071,2,1
1001937508,6,6
1008990049,18,0
1008460001,29,28
1008807503,15,14
1022210008,2,0
1007987504,7,5
1021540068,9,8
1021390030,1,0
1013610141,2,1
1010340063,4,2
1010390032,115,107
1018760058,34,32
1021800134,61,60
1020720021,24,24
1020710053,0,0
1019300041,2,0
1019880165,0,0
1020260005,10,10
1020620061,13,12
1021330007,3,0
1019070006,5,5
1018830030,24,24
1013090107,1,0
1013950063,10,10
1015230044,1,1
1018360020,36,36
1015540032,1,0
1015360025,0,0
1017700050,62,60
1017950147,3,3
1017700079,1,1
1021520091,25,25
1021660061,83,82
1015230068,1,1
1020430013,13,12
1019530039,26,26
1002890001,0,0
1002317503,8,6
1004120027,16,15
1004080002,18,16
1014280033,5,5
1016450126,4,4
1017080007,20,20
1015110044,2,2
1003000006,22,20
1003060006,18,16
1002800038,5,0
1006080028,4,4
1005350001,2,0
1008970028,1,0
1020237504,5,5
1019060133,11,11
1019320033,47,46
1013937501,13,12
1015510017,12,12
1017170150,3,3
1015480052,7,6
1018490038,22,20
1019487501,6,6
1015810043,9,9
1014670048,7,6
1016340028,8,8
1017180114,1,1
1005900032,19,16
1016230125,3,3
1017240060,12,12
1002930014,9,8
1005900075,14,12
1000520030,2,0
1000200001,43,0
1004987501,15,14
1004130002,22,20
1007780066,0,0
1003770005,4,3
1003540028,10,10
1013720057,2,2
1017710042,1,0
1017180171,1,0
1003870049,88,88
1005930042,5,4
1002050011,9,8
1004190065,24,22
1006220012,16,16
1004790018,16,15
1004750005,8,7
1002977501,11,10
1002770052,18,16
1002670001,143,141
1005720013,1,1
1005437501,7,6
1005720008,32,30
1004160058,1,0
1013760046,1,0
1016760123,8,8
1016280067,3,3
1016310056,32,25
1002830083,1,0
1002770031,17,16
1006210063,1,1
1008590026,53,51
1004390006,10,8
1009280040,213,210
1009990011,3,0
1004230021,1,0
1008930060,1,1
1004020023,33,32
1008210010,5,1
1006430071,2,2
1011860068,6,6
1006420072,1,0
1010487503,298,296
1012120052,18,18
1012130051,48,44
1006270019,3,3
1003440069,23,20
1011970016,10,10
1006100001,31,23
1005260033,6,5
1004040060,2,1
1008260019,18,0
1012450013,11,11
1022250028,41,41
1020800019,3,3
1020760016,20,20
1020860047,3,3
1020360024,15,15
1020450098,0,0
1008897501,2,0
1010770015,20,20
1010350059,20,20
1007610032,2,0
1006957501,4,2
1010670140,1,1
1022551031,0,0
1020610014,0,0
1020590054,2,0
1015450015,6,6
1018700032,11,9
1004140030,9,8
1005300007,17,15
1004120045,18,16
1010610001,24,20
1012100045,10,10
1007890030,21,0
1007467507,14,14
1008500001,26,0
1011430064,5,0
1012170113,15,15
1017210063,29,29
1006170028,3,2
1002170010,7,5
1006400021,67,67
1006340067,17,16
1008240046,4,0
1007400010,20,20
1008920044,4,3
1008270008,11,0
1004400023,23,23
1008840084,58,0
1009990111,3,0
1010230048,1,0
1010677502,17,16
1010370001,10,8
1021370021,0,0
1021490030,2,0
1020310020,60,56
1008630004,117,0
1011437503,36,35
1011620104,9,9
1012247503,2,2
1002980036,7,0
1004410020,51,45
1004020039,6,5
1007790035,4,0
1012110013,20,20
1008010030,27,24
1007980049,5,0
1012180152,2,2
1020750056,50,50
1004130008,23,18
1005597501,86,84
1009350057,3,2
1004010020,9,8
1014047501,79,76
1017260036,0,0
1016540033,1,0
1003000008,8,0
1002190004,1,0
1020590152,2,1
